.imp,.id,Action,LTRintensity,LTRjustification,LTRrules,LTRyears,Social,ActionxYear
5,386,0,2,4,0,4.982990753,0,0
5,387,0,3,1,0,14.94897226,0,0
5,388,0,9,1,0,10.88591826,0,0
5,389,0,3,4,0,4.982990753,0,0
5,390,0,6,3,1,4.982990753,0,0
5,391,0,3,3,1,19.93196301,0,0
5,392,0,3,3,1,8.969383355,0,0
5,393,0,4,1,1,7.972785204,0,0
5,394,0,5,4,1,14.69982272,0,0
5,395,0,5,2,0,15.94557041,0,0
5,396,0,6,3,0,17.93876671,0,0
5,397,0,3,4,1,19.93196301,0,0
5,398,0,2,1,0,11.42254803,0,0
5,399,0,5,3,1,16.94216856,0,0
5,400,0,6,1,1,6.746202865,0,0
5,401,0,9,3,0,13.03243735,1,0
5,402,0,5,3,1,18.93536486,0,0
5,403,0,3,3,0,13.95237411,0,0
5,404,0,5,1,0,12.95577596,1,0
5,405,0,7,3,1,22.0784821,1,0
5,406,0,9,1,0,3.679747017,1,0
5,407,0,8,4,1,6.976187054,1,0
5,408,0,5,3,0,8.969383355,0,0
5,409,0,9,3,1,17.40213694,0,0
5,410,0,3,3,1,14.94897226,0,0
5,411,0,3,3,0,10.96257966,0,0
5,412,0,2,4,0,16.32887739,0,0
5,413,0,7,3,1,21.92515931,0,0
5,414,0,9,3,1,17.93876671,0,0
5,415,0,3,5,0,13.95237411,0,0
5,416,0,3,3,1,14.94897226,0,0
5,417,0,7,3,1,8.739399166,0,0
5,418,0,7,4,1,3.449762829,1,0
5,419,0,9,2,1,22.92175746,0,0
5,420,0,7,2,1,1.916534905,0,0
5,421,0,6,3,1,13.41574433,1,0
5,422,0,7,5,0,4.293038187,0,0
5,423,0,4,3,1,8.969383355,0,0
5,424,0,9,3,1,28.90134637,0,0
5,425,0,3,4,0,15.94557041,0,0
5,426,0,9,3,0,4.676345168,0,0
5,427,0,6,1,0,14.94897226,0,0
5,428,0,8,3,1,9.352690336,1,0
5,429,0,3,3,0,9.965981505,0,0
5,430,0,5,5,0,5.979588903,0,0
5,431,0,9,1,0,27.90474822,0,0
5,432,0,4,2,0,7.397824733,0,0
5,433,0,5,1,1,3.143117244,1,0
5,434,0,4,1,1,14.56566528,0,0
5,435,0,5,3,1,4.982990753,0,0
5,436,0,3,5,0,14.94897226,0,0
5,437,0,5,2,1,24.91495376,0,0
5,438,0,5,3,0,1.073259547,0,0
5,439,0,7,1,1,12.95577596,0,0
5,440,0,7,3,1,21.92515931,0,0
5,441,0,6,4,1,24.91495376,0,0
5,442,0,7,3,1,13.10909875,1,0
5,443,0,9,3,1,0.766613962,0,0
5,444,0,3,3,0,12.41914618,0,0
5,445,0,5,1,0,6.976187054,0,0
5,446,0,4,2,1,3.83306981,1,0
5,447,0,7,4,1,11.65253222,1,0
5,448,0,5,1,1,14.94897226,0,0
5,449,0,7,1,1,10.50261128,0,0
5,450,0,7,3,0,0.996598151,0,0
5,451,0,9,5,0,3.526424225,1,0
5,452,0,8,2,1,17.93876671,0,0
5,453,0,9,3,1,1.993196301,1,0
5,454,0,7,1,1,17.93876671,0,0
5,455,0,2,2,0,19.93196301,1,0
5,456,0,9,5,1,22.92175746,0,0
5,457,0,5,3,0,13.41574433,1,0
5,458,0,7,3,0,39.86392602,1,0
5,459,0,3,1,0,26.90815006,0,0
5,460,0,5,1,0,14.94897226,0,0
5,461,0,5,5,1,19.93196301,0,0
5,462,0,4,4,0,38.86732787,0,0
5,463,0,7,3,1,9.965981505,1,0
5,464,0,1,3,0,29.89794452,1,0
5,465,0,9,2,1,4.599683772,1,0
5,466,0,3,2,1,29.89794452,1,0
5,467,0,5,4,0,24.91495376,0,0
5,468,0,9,1,1,7.972785204,1,0
5,469,0,7,3,0,29.89794452,1,0
5,470,0,2,3,0,19.93196301,0,0
5,471,0,6,3,0,1.226582339,0,0
5,472,0,3,3,0,3.449762829,0,0
5,473,0,5,3,1,16.94216856,0,0
5,474,0,7,2,0,28.67136218,1,0
5,475,0,8,2,0,9.965981505,1,0
5,476,0,1,3,1,11.95917781,1,0
5,477,0,9,2,1,19.93196301,1,0
5,478,0,3,1,0,29.89794452,0,0
5,479,0,5,1,0,44.84691677,0,0
5,480,0,7,2,1,21.92515931,1,0
5,481,0,7,1,0,41.85712232,0,0
5,482,0,4,1,1,23.91835561,0,0
5,483,0,7,2,1,30.2812515,0,0
5,484,0,1,1,1,39.86392602,0,0
5,485,0,7,2,1,25.14493795,1,0
5,486,0,4,5,0,19.93196301,0,0
5,487,0,9,3,0,34.80427387,0,0
5,488,0,5,1,1,4.293038187,0,0
5,489,0,7,3,1,1.993196301,1,0
5,490,0,7,2,1,9.965981505,1,0
5,491,0,7,3,1,31.89114082,0,0
5,492,0,4,3,0,25.68156773,0,0
5,493,0,9,3,1,8.432753582,1,0
5,494,0,4,3,0,24.91495376,0,0
5,495,0,5,3,1,23.91835561,0,0
5,496,0,5,1,1,22.38512769,0,0
5,497,0,2,1,0,6.286234488,0,0
5,498,0,3,1,1,6.056250299,0,0
5,499,0,3,3,0,35.87753342,0,0
5,500,0,2,5,0,19.93196301,0,0
5,501,0,4,4,0,29.89794452,0,0
5,502,0,9,1,1,39.86392602,0,0
5,503,0,3,3,0,22.92175746,0,0
5,504,0,3,5,0,23.91835561,0,0
5,505,0,7,5,1,9.199367543,0,0
5,506,0,9,3,1,11.95917781,1,0
5,507,0,9,1,1,11.49920943,1,0
5,508,0,9,3,1,15.48560203,1,0
5,509,0,5,4,1,1.993196301,1,0
5,510,0,3,1,1,11.03924105,1,0
5,511,0,1,5,0,19.93196301,0,0
5,512,0,7,3,0,6.976187054,0,0
5,513,0,5,3,1,25.22159935,1,0
5,514,0,3,3,0,39.86392602,0,0
5,515,0,5,1,1,26.90815006,1,0
5,516,0,7,5,0,19.93196301,0,0
5,517,0,9,1,1,29.89794452,1,0
5,518,0,9,3,1,29.89794452,0,0
5,519,0,7,3,0,19.93196301,0,0
5,520,0,7,2,0,30.89454267,0,0
5,521,0,7,3,0,40.86052417,0,0
5,522,0,7,2,0,10.96257966,1,0
5,523,0,8,3,1,15.94557041,1,0
5,524,0,5,1,1,13.33908294,1,0
5,525,0,9,3,1,25.91155191,0,0
5,526,0,3,4,0,28.36471659,1,0
5,527,0,9,1,1,7.972785204,1,0
5,528,0,7,2,1,7.972785204,0,0
5,529,0,5,1,0,38.63734368,0,0
5,530,0,3,3,1,9.965981505,0,0
5,531,0,9,1,1,24.91495376,0,0
5,532,0,5,1,0,35.87753342,1,0
5,533,0,3,2,0,24.91495376,0,0
5,534,0,9,1,1,39.86392602,0,0
5,535,0,7,3,0,27.90474822,0,0
5,536,0,5,5,0,23.91835561,0,0
5,537,0,6,5,0,19.93196301,0,0
5,538,0,9,3,0,9.965981505,0,0
5,539,0,9,3,1,19.93196301,0,0
5,540,0,9,2,1,4.293038187,1,0
5,541,0,4,3,1,28.90134637,0,0
5,542,0,9,1,1,7.972785204,1,0
5,543,0,5,4,1,33.88433712,0,0
5,544,0,2,4,0,23.91835561,0,0
5,545,0,4,3,1,26.90815006,0,0
5,546,0,3,5,0,21.92515931,0,0
5,547,0,6,5,0,28.90134637,1,0
5,548,0,9,1,0,1.878204207,1,0
5,549,0,7,3,1,30.89454267,0,0
5,550,0,6,2,0,24.91495376,0,0
5,551,0,3,3,1,11.95917781,0,0
5,552,0,7,2,1,29.89794452,1,0
5,553,0,5,3,1,19.93196301,0,0
5,554,0,3,5,0,17.93876671,0,0
5,555,0,5,1,0,29.89794452,0,0
5,556,0,7,2,0,21.92515931,0,0
5,557,0,5,3,0,24.91495376,1,0
5,558,0,6,4,0,39.86392602,0,0
5,559,0,9,3,1,19.93196301,0,0
5,560,0,3,3,0,27.90474822,0,0
5,561,0,3,2,1,11.72919362,1,0
5,562,0,7,3,1,42.85372047,0,0
5,563,0,5,3,0,10.96257966,0,0
5,564,0,7,3,1,19.93196301,0,0
5,565,0,5,3,0,3.373101433,1,0
5,566,0,7,3,1,31.89114082,0,0
5,567,0,7,3,1,9.965981505,0,0
5,568,0,8,5,0,12.49580758,0,0
5,569,0,3,4,0,29.89794452,0,0
5,570,0,7,1,1,35.87753342,0,0
5,571,0,9,4,0,22.2318049,1,0
5,572,0,8,1,1,31.89114082,1,0
5,573,0,7,4,0,19.93196301,1,0
5,574,0,3,5,1,19.93196301,0,0
5,575,0,9,1,0,40.86052417,0,0
5,576,0,3,4,1,37.87072972,0,0
5,577,0,5,1,1,51.82310383,0,0
5,578,0,7,2,1,23.91835561,1,0
5,579,0,7,5,0,57.80269273,0,0
5,580,0,3,3,0,55.80949643,0,0
5,581,0,7,4,0,39.86392602,0,0
5,582,0,7,1,1,54.81289828,0,0
5,583,0,5,3,0,29.89794452,0,0
5,584,0,2,5,0,37.87072972,0,0
5,585,0,2,3,0,21.92515931,0,0
5,586,0,5,2,1,39.86392602,0,0
5,587,0,7,4,0,31.89114082,1,0
5,588,0,5,3,0,29.89794452,0,0
5,589,0,7,1,0,49.82990753,0,0
5,590,0,8,5,0,35.87753342,1,0
5,591,0,4,2,0,39.86392602,0,0
5,592,0,5,3,0,71.75506684,0,0
5,593,0,3,5,0,14.94897226,0,0
5,594,0,5,2,0,33.88433712,1,0
5,595,0,1,3,0,38.71400508,1,0
5,596,0,7,3,1,26.90815006,0,0
5,597,0,7,3,0,3.449762829,0,0
5,598,0,5,3,1,29.89794452,0,0
5,599,0,7,3,1,39.86392602,0,0
5,600,0,3,2,1,48.83330938,0,0
5,601,0,5,3,0,19.93196301,0,0
5,602,0,7,5,1,59.79588903,1,0
5,603,0,3,2,0,5.136313545,1,0
5,604,0,9,3,1,68.5352882,0,0
5,605,0,5,1,1,31.89114082,1,0
5,606,0,5,3,0,39.86392602,1,0
5,607,0,3,2,0,47.83671123,0,0
5,608,0,9,1,1,59.79588903,0,0
5,609,0,9,3,1,2.453164678,1,0
5,610,0,8,2,1,6.362895884,1,0
5,611,0,7,3,1,30.66455848,0,0
5,612,0,7,3,1,9.965981505,0,0
5,613,0,7,2,1,63.39897465,0,0
5,614,0,4,5,0,55.80949643,0,0
5,615,0,7,2,0,50.05989172,0,0
5,616,0,8,3,1,25.91155191,1,0
5,617,0,5,1,1,39.86392602,0,0
5,618,0,9,5,0,38.86732787,0,0
5,619,0,7,3,1,0.574960471,1,0
5,620,0,3,3,1,49.82990753,0,0
5,621,0,6,3,1,25.91155191,1,0
5,622,0,7,5,0,10.1193043,1,0
5,623,0,5,3,0,14.94897226,0,0
5,624,0,5,5,0,60.79248718,0,0
5,625,0,5,3,1,42.85372047,0,0
5,626,0,7,5,0,50.74984428,0,0
5,627,0,5,2,0,30.89454267,1,0
5,628,0,7,1,1,3.986392602,1,0
5,629,0,7,1,1,49.82990753,0,0
5,630,0,1,5,0,45.84351493,0,0
5,631,0,3,2,1,43.85031862,0,0
5,632,0,8,3,1,29.89794452,0,0
5,633,0,9,1,1,59.79588903,0,0
5,634,0,6,3,1,17.93876671,1,0
5,635,0,2,5,0,48.83330938,0,0
5,636,0,5,3,1,45.07690096,0,0
5,637,0,4,2,0,45.84351493,0,0
5,638,0,5,2,1,49.82990753,0,0
5,639,0,5,2,0,29.89794452,0,0
5,640,0,9,4,0,49.82990753,0,0
5,641,0,2,4,1,25.91155191,0,0
5,642,1,5,3,1,10.65593407,1,10.65593407
5,643,1,9,3,0,53.81630013,1,53.81630013
5,644,0,7,1,0,30.89454267,1,0
5,645,1,9,3,0,3.83306981,1,3.83306981
5,646,0,9,3,1,16.48220018,0,0
5,647,1,7,1,1,5.979588903,1,5.979588903
5,648,0,6,1,1,2.069857697,1,0
5,649,0,7,5,0,40.3238944,1,0
5,650,1,7,2,1,29.89794452,0,29.89794452
5,651,0,3,5,0,71.75506684,0,0
5,652,0,7,3,1,57.80269273,0,0
5,653,1,7,1,0,38.86732787,1,38.86732787
